,OffenseTeam,DefenseTeam,Down,ToGo,Formation,PlayType,DefensePassRank,DefenseRunRank
40117,BUF,LV,1,10,SHOTGUN,1,27,23
40121,LV,BUF,3,1,UNDER CENTER,0,10,24
40122,LV,BUF,2,13,NO HUDDLE,1,10,24
40123,LV,BUF,1,10,SHOTGUN,0,10,24
40124,LV,BUF,3,11,SHOTGUN,1,10,24
40125,LV,BUF,2,10,UNDER CENTER,1,10,24
40126,LV,BUF,1,10,SHOTGUN,1,10,24
40127,LV,BUF,3,2,SHOTGUN,0,10,24
40128,LV,BUF,2,10,UNDER CENTER,0,10,24
40129,LV,BUF,1,10,UNDER CENTER,1,10,24
40130,LV,BUF,2,1,UNDER CENTER,0,10,24
40131,LV,BUF,1,10,UNDER CENTER,1,10,24
40134,BUF,LV,3,1,UNDER CENTER,1,27,23
40135,BUF,LV,2,4,UNDER CENTER,0,27,23
40136,BUF,LV,1,10,SHOTGUN,1,27,23
40137,BUF,LV,2,10,SHOTGUN,1,27,23
40142,NYG,LA,2,5,NO HUDDLE SHOTGUN,1,1,3
40143,NYG,LA,1,10,SHOTGUN,1,1,3
40145,NYG,LA,1,10,NO HUDDLE SHOTGUN,1,1,3
40147,NYG,LA,1,10,SHOTGUN,1,1,3
40151,LA,NYG,3,11,UNDER CENTER,0,11,9
40152,LA,NYG,2,9,UNDER CENTER,0,11,9
40154,LA,NYG,1,10,UNDER CENTER,0,11,9
40155,NYG,LA,4,11,SHOTGUN,1,1,3
40156,NYG,LA,3,15,SHOTGUN,1,1,3
40157,NYG,LA,2,15,SHOTGUN,1,1,3
40159,NYG,LA,1,10,SHOTGUN,1,1,3
40160,NYG,LA,2,10,SHOTGUN,1,1,3
40161,NYG,LA,1,10,SHOTGUN,0,1,3
40162,NYG,LA,2,1,UNDER CENTER,0,1,3
40163,NYG,LA,1,10,SHOTGUN,1,1,3
40166,LA,NYG,3,3,NO HUDDLE SHOTGUN,1,11,9
40167,LA,NYG,2,10,SHOTGUN,1,11,9
40168,LA,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
40169,LA,NYG,2,2,NO HUDDLE SHOTGUN,1,11,9
40170,LA,NYG,2,8,SHOTGUN,1,11,9
40171,LA,NYG,1,10,SHOTGUN,1,11,9
40173,NYG,LA,3,3,UNDER CENTER,1,1,3
40174,NYG,LA,2,6,SHOTGUN,0,1,3
40175,NYG,LA,1,10,UNDER CENTER,0,1,3
40176,NYG,LA,1,10,UNDER CENTER,0,1,3
40178,LA,NYG,3,6,SHOTGUN,1,11,9
40179,NYG,LA,3,4,SHOTGUN,1,1,3
40180,NYG,LA,2,11,SHOTGUN,1,1,3
40183,NYG,LA,1,15,SHOTGUN,1,1,3
40185,NYG,LA,1,10,UNDER CENTER,0,1,3
40186,NYG,LA,2,5,SHOTGUN,1,1,3
40187,NYG,LA,1,10,SHOTGUN,0,1,3
40189,LA,NYG,3,11,NO HUDDLE SHOTGUN,1,11,9
40190,LA,NYG,2,10,UNDER CENTER,1,11,9
40191,LA,NYG,1,10,UNDER CENTER,0,11,9
40192,LA,NYG,2,6,NO HUDDLE SHOTGUN,1,11,9
40193,LA,NYG,1,10,UNDER CENTER,0,11,9
40195,NYG,LA,3,6,SHOTGUN,1,1,3
40196,NYG,LA,2,7,SHOTGUN,0,1,3
40197,NYG,LA,1,10,UNDER CENTER,0,1,3
40198,NYG,LA,2,11,NO HUDDLE SHOTGUN,1,1,3
40199,NYG,LA,1,10,SHOTGUN,1,1,3
40201,NYG,LA,1,10,UNDER CENTER,0,1,3
40203,LA,NYG,3,8,SHOTGUN,1,11,9
40204,LA,NYG,2,11,UNDER CENTER,0,11,9
40205,LA,NYG,1,10,NO HUDDLE,1,11,9
40206,NYG,LA,1,10,SHOTGUN,1,1,3
40207,NYG,LA,2,6,SHOTGUN,1,1,3
40208,NYG,LA,1,10,UNDER CENTER,1,1,3
40210,NYG,LA,3,10,SHOTGUN,0,1,3
40211,NYG,LA,2,10,SHOTGUN,1,1,3
40213,LA,NYG,3,14,SHOTGUN,1,11,9
40214,LA,NYG,2,12,SHOTGUN,1,11,9
40217,LA,NYG,3,2,UNDER CENTER,0,11,9
40218,LA,NYG,2,1,UNDER CENTER,0,11,9
40223,GB,ATL,2,11,UNDER CENTER,0,29,15
40224,GB,ATL,1,10,UNDER CENTER,0,29,15
40226,GB,ATL,3,1,UNDER CENTER,1,29,15
40229,ATL,GB,1,10,NO HUDDLE SHOTGUN,1,9,21
40230,ATL,GB,2,4,UNDER CENTER,1,9,21
40231,ATL,GB,1,10,UNDER CENTER,1,9,21
40234,GB,ATL,3,25,SHOTGUN,1,29,15
40236,GB,ATL,1,10,SHOTGUN,1,29,15
40237,GB,ATL,1,10,SHOTGUN,0,29,15
40239,GB,ATL,1,10,SHOTGUN,0,29,15
40241,GB,ATL,2,4,SHOTGUN,1,29,15
40242,GB,ATL,1,10,SHOTGUN,1,29,15
40243,GB,ATL,1,10,UNDER CENTER,0,29,15
40246,ATL,GB,2,3,SHOTGUN,0,9,21
40247,ATL,GB,1,4,UNDER CENTER,0,9,21
40251,ATL,GB,2,10,SHOTGUN,0,9,21
40252,ATL,GB,1,10,UNDER CENTER,1,9,21
40253,ATL,GB,1,10,UNDER CENTER,1,9,21
40254,ATL,GB,3,5,SHOTGUN,1,9,21
40256,ATL,GB,2,4,UNDER CENTER,0,9,21
40258,NYG,LA,1,10,SHOTGUN,0,1,3
40261,LA,NYG,2,6,UNDER CENTER,1,11,9
40262,LA,NYG,1,10,UNDER CENTER,0,11,9
40265,NYG,LA,3,13,SHOTGUN,1,1,3
40266,NYG,LA,2,6,UNDER CENTER,1,1,3
40267,NYG,LA,1,10,UNDER CENTER,0,1,3
40268,NYG,LA,2,7,SHOTGUN,1,1,3
40269,NYG,LA,1,10,UNDER CENTER,0,1,3
40270,LA,NYG,1,10,UNDER CENTER,1,11,9
40273,TB,LAC,1,10,UNDER CENTER,1,14,20
40274,TB,LAC,2,4,SHOTGUN,1,14,20
40275,TB,LAC,1,10,SHOTGUN,1,14,20
40279,LAC,TB,3,7,SHOTGUN,1,6,1
40280,LAC,TB,2,7,SHOTGUN,1,6,1
40281,LAC,TB,1,10,UNDER CENTER,1,6,1
40283,TB,LAC,1,10,UNDER CENTER,1,14,20
40285,LAC,TB,3,21,SHOTGUN,1,6,1
40286,LAC,TB,2,22,SHOTGUN,1,6,1
40288,LAC,TB,1,10,UNDER CENTER,0,6,1
40289,LAC,TB,4,1,SHOTGUN,0,6,1
40290,TB,LAC,2,8,UNDER CENTER,1,14,20
40291,TB,LAC,1,10,UNDER CENTER,0,14,20
40292,TB,LAC,1,10,UNDER CENTER,1,14,20
40293,TB,LAC,3,4,SHOTGUN,1,14,20
40294,TB,LAC,2,5,UNDER CENTER,0,14,20
40295,TB,LAC,1,10,SHOTGUN,1,14,20
40296,TB,LAC,2,8,SHOTGUN,1,14,20
40297,TB,LAC,1,10,UNDER CENTER,0,14,20
40300,LAC,TB,2,8,SHOTGUN,0,6,1
40301,LAC,TB,1,10,UNDER CENTER,0,6,1
40307,TB,LAC,3,6,SHOTGUN,1,14,20
40308,TB,LAC,2,6,SHOTGUN,1,14,20
40309,TB,LAC,1,6,SHOTGUN,1,14,20
40310,LAC,TB,1,10,SHOTGUN,0,6,1
40311,TB,LAC,1,10,SHOTGUN,1,14,20
40313,TB,LAC,2,10,SHOTGUN,1,14,20
40314,TB,LAC,1,10,SHOTGUN,1,14,20
40317,LAC,TB,3,18,SHOTGUN,1,6,1
40319,LAC,TB,1,10,UNDER CENTER,0,6,1
40320,LAC,TB,2,6,SHOTGUN,1,6,1
40321,LAC,TB,1,10,SHOTGUN,0,6,1
40323,TB,LAC,3,6,SHOTGUN,1,14,20
40324,TB,LAC,2,6,SHOTGUN,1,14,20
40325,TB,LAC,1,10,UNDER CENTER,0,14,20
40326,TB,LAC,2,3,SHOTGUN,0,14,20
40327,TB,LAC,1,10,SHOTGUN,0,14,20
40329,LAC,TB,2,8,SHOTGUN,1,6,1
40330,LAC,TB,1,10,SHOTGUN,0,6,1
40331,LAC,TB,3,11,SHOTGUN,1,6,1
40333,LAC,TB,2,10,SHOTGUN,0,6,1
40334,LAC,TB,1,10,UNDER CENTER,1,6,1
40336,LAC,TB,2,9,SHOTGUN,0,6,1
40337,LAC,TB,1,10,SHOTGUN,1,6,1
40338,LAC,TB,3,1,UNDER CENTER,0,6,1
40339,LAC,TB,2,10,UNDER CENTER,1,6,1
40340,LAC,TB,1,10,UNDER CENTER,0,6,1
40342,LAC,TB,2,9,UNDER CENTER,1,6,1
40345,LAC,TB,1,10,UNDER CENTER,0,6,1
40347,TB,LAC,3,10,SHOTGUN,1,14,20
40348,TB,LAC,2,10,SHOTGUN,1,14,20
40350,LAC,TB,3,8,SHOTGUN,1,6,1
40351,LAC,TB,2,8,SHOTGUN,1,6,1
40352,LAC,TB,1,10,UNDER CENTER,0,6,1
40354,TB,LAC,3,17,SHOTGUN,1,14,20
40355,TB,LAC,1,10,UNDER CENTER,1,14,20
40356,TB,LAC,2,3,UNDER CENTER,0,14,20
40357,TB,LAC,1,10,UNDER CENTER,0,14,20
40359,TB,LAC,1,15,SHOTGUN,1,14,20
40363,LAC,TB,1,10,UNDER CENTER,1,6,1
40365,TB,LAC,3,3,SHOTGUN,1,14,20
40366,TB,LAC,2,3,SHOTGUN,1,14,20
40367,TB,LAC,1,8,UNDER CENTER,0,14,20
40368,TB,LAC,2,7,SHOTGUN,1,14,20
40369,TB,LAC,1,10,SHOTGUN,0,14,20
40370,TB,LAC,1,10,UNDER CENTER,1,14,20
40371,TB,LAC,2,3,UNDER CENTER,0,14,20
40372,TB,LAC,1,10,SHOTGUN,1,14,20
40373,TB,LAC,2,7,UNDER CENTER,0,14,20
40379,SEA,MIA,3,3,SHOTGUN,0,25,16
40382,SEA,MIA,2,6,SHOTGUN,0,25,16
40385,MIA,SEA,2,2,NO HUDDLE SHOTGUN,1,13,4
40386,MIA,SEA,1,10,NO HUDDLE SHOTGUN,1,13,4
40387,MIA,SEA,1,10,NO HUDDLE SHOTGUN,1,13,4
40388,MIA,SEA,1,10,NO HUDDLE SHOTGUN,1,13,4
40389,MIA,SEA,2,10,SHOTGUN,1,13,4
40390,MIA,SEA,1,10,NO HUDDLE SHOTGUN,1,13,4
40391,MIA,SEA,1,10,SHOTGUN,1,13,4
40392,MIA,SEA,3,1,SHOTGUN,0,13,4
40393,MIA,SEA,2,1,NO HUDDLE SHOTGUN,1,13,4
40394,MIA,SEA,1,10,SHOTGUN,1,13,4
40398,MIA,SEA,2,10,SHOTGUN,0,13,4
40399,MIA,SEA,1,10,SHOTGUN,1,13,4
40400,MIA,SEA,2,1,NO HUDDLE SHOTGUN,0,13,4
40401,MIA,SEA,1,10,NO HUDDLE SHOTGUN,0,13,4
40403,MIA,SEA,2,10,SHOTGUN,1,13,4
40409,PHI,SF,1,10,SHOTGUN,1,7,7
40410,PHI,SF,1,10,SHOTGUN,1,7,7
40411,SF,PHI,2,7,UNDER CENTER,1,20,10
40412,PHI,SF,3,6,SHOTGUN,1,7,7
40414,PHI,SF,2,6,SHOTGUN,1,7,7
40415,PHI,SF,1,10,SHOTGUN,1,7,7
40416,PHI,SF,2,2,SHOTGUN,0,7,7
40417,PHI,SF,1,10,UNDER CENTER,1,7,7
40418,PHI,SF,2,3,NO HUDDLE SHOTGUN,0,7,7
40419,PHI,SF,1,10,SHOTGUN,1,7,7
40422,SF,PHI,1,10,UNDER CENTER,0,20,10
40424,PHI,SF,3,8,NO HUDDLE SHOTGUN,1,7,7
40425,PHI,SF,2,7,SHOTGUN,0,7,7
40427,PHI,SF,1,10,SHOTGUN,0,7,7
40430,SF,PHI,3,7,SHOTGUN,0,20,10
40431,SF,PHI,2,3,UNDER CENTER,0,20,10
40432,SF,PHI,1,10,SHOTGUN,1,20,10
40433,SF,PHI,1,10,SHOTGUN,1,20,10
40436,PHI,SF,1,10,SHOTGUN,0,7,7
40437,PHI,SF,2,2,SHOTGUN,1,7,7
40438,PHI,SF,1,10,UNDER CENTER,0,7,7
40440,PHI,SF,2,10,UNDER CENTER,0,7,7
40441,PHI,SF,1,10,UNDER CENTER,0,7,7
40443,SF,PHI,3,21,SHOTGUN,0,20,10
40445,SF,PHI,1,20,SHOTGUN,0,20,10
40447,PHI,SF,1,10,NO HUDDLE SHOTGUN,1,7,7
40448,PHI,SF,1,10,UNDER CENTER,1,7,7
40449,PHI,SF,2,14,UNDER CENTER,0,7,7
40450,PHI,SF,1,10,UNDER CENTER,1,7,7
40452,SF,PHI,3,10,SHOTGUN,1,20,10
40453,SF,PHI,2,10,UNDER CENTER,1,20,10
40454,SF,PHI,1,10,SHOTGUN,1,20,10
40456,PHI,SF,3,8,NO HUDDLE SHOTGUN,1,7,7
40457,PHI,SF,2,8,NO HUDDLE SHOTGUN,0,7,7
40460,BUF,LV,2,12,UNDER CENTER,0,27,23
40462,BUF,LV,1,10,UNDER CENTER,0,27,23
40465,LV,BUF,4,1,SHOTGUN,1,10,24
40466,LV,BUF,3,1,SHOTGUN,1,10,24
40469,LV,BUF,2,10,NO HUDDLE SHOTGUN,1,10,24
40470,LV,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
40472,LV,BUF,1,10,SHOTGUN,1,10,24
40476,LV,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
40478,LV,BUF,1,10,SHOTGUN,1,10,24
40481,BUF,LV,2,20,SHOTGUN,0,27,23
40482,BUF,LV,1,20,SHOTGUN,1,27,23
40484,BUF,LV,1,10,SHOTGUN,1,27,23
40485,LV,BUF,1,10,SHOTGUN,1,10,24
40488,BUF,LV,3,1,UNDER CENTER,0,27,23
40489,BUF,LV,2,10,SHOTGUN,1,27,23
40490,BUF,LV,1,10,SHOTGUN,1,27,23
40491,BUF,LV,1,10,UNDER CENTER,1,27,23
40493,BUF,LV,1,1,UNDER CENTER,0,27,23
40497,BUF,LV,3,6,SHOTGUN,1,27,23
40498,BUF,LV,2,13,SHOTGUN,1,27,23
40499,BUF,LV,1,10,UNDER CENTER,0,27,23
40500,LV,BUF,1,10,UNDER CENTER,0,10,24
40502,BUF,LV,3,20,SHOTGUN,1,27,23
40503,BUF,LV,2,20,SHOTGUN,1,27,23
40505,BUF,LV,1,10,SHOTGUN,1,27,23
40506,BUF,LV,4,1,UNDER CENTER,0,27,23
40507,BUF,LV,3,1,NO HUDDLE,0,27,23
40508,BUF,LV,2,6,NO HUDDLE,1,27,23
40509,BUF,LV,1,10,NO HUDDLE,0,27,23
40510,BUF,LV,1,10,SHOTGUN,0,27,23
40513,LV,BUF,3,8,SHOTGUN,1,10,24
40514,LV,BUF,2,8,SHOTGUN,1,10,24
40515,LV,BUF,1,10,SHOTGUN,0,10,24
40516,LV,BUF,2,7,NO HUDDLE SHOTGUN,1,10,24
40517,LV,BUF,1,10,UNDER CENTER,0,10,24
40519,LV,BUF,1,10,UNDER CENTER,0,10,24
40525,LV,BUF,2,3,SHOTGUN,1,10,24
40526,LV,BUF,3,9,SHOTGUN,1,10,24
40528,MIA,SEA,2,11,SHOTGUN,1,13,4
40529,MIA,SEA,1,10,SHOTGUN,0,13,4
40531,SEA,MIA,3,24,SHOTGUN,0,25,16
40533,SEA,MIA,1,10,SHOTGUN,0,25,16
40534,SEA,MIA,1,10,SHOTGUN,0,25,16
40538,MIA,SEA,2,3,SHOTGUN,0,13,4
40540,MIA,SEA,2,5,SHOTGUN,0,13,4
40541,MIA,SEA,1,10,SHOTGUN,1,13,4
40542,SEA,MIA,3,6,SHOTGUN,1,25,16
40543,SEA,MIA,2,6,SHOTGUN,1,25,16
40544,SEA,MIA,1,6,SHOTGUN,1,25,16
40545,SEA,MIA,1,10,NO HUDDLE,1,25,16
40546,SEA,MIA,1,10,SHOTGUN,1,25,16
40549,MIA,SEA,3,13,SHOTGUN,1,13,4
40550,MIA,SEA,2,13,SHOTGUN,1,13,4
40553,MIA,SEA,1,10,SHOTGUN,1,13,4
40554,MIA,SEA,1,10,SHOTGUN,1,13,4
40555,MIA,SEA,3,1,UNDER CENTER,1,13,4
40556,MIA,SEA,2,10,SHOTGUN,1,13,4
40557,MIA,SEA,1,10,SHOTGUN,1,13,4
40559,SEA,MIA,3,11,SHOTGUN,1,25,16
40560,SEA,MIA,2,11,SHOTGUN,1,25,16
40561,SEA,MIA,1,10,UNDER CENTER,0,25,16
40562,SEA,MIA,1,10,UNDER CENTER,1,25,16
40565,MIA,SEA,2,8,SHOTGUN,0,13,4
40566,MIA,SEA,1,10,UNDER CENTER,0,13,4
40569,SEA,MIA,1,3,NO HUDDLE SHOTGUN,0,25,16
40570,SEA,MIA,1,10,SHOTGUN,1,25,16
40571,MIA,SEA,2,5,SHOTGUN,1,13,4
40572,MIA,SEA,1,10,SHOTGUN,1,13,4
40573,MIA,SEA,2,1,UNDER CENTER,0,13,4
40574,MIA,SEA,1,10,SHOTGUN,1,13,4
40579,HOU,MIN,2,1,SHOTGUN,0,30,22
40580,HOU,MIN,1,4,SHOTGUN,0,30,22
40582,HOU,MIN,1,10,SHOTGUN,1,30,22
40583,HOU,MIN,1,10,SHOTGUN,1,30,22
40584,HOU,MIN,2,9,SHOTGUN,1,30,22
40586,HOU,MIN,1,10,SHOTGUN,1,30,22
40587,MIN,HOU,1,10,UNDER CENTER,0,28,31
40589,MIN,HOU,2,1,UNDER CENTER,0,28,31
40590,MIN,HOU,1,10,UNDER CENTER,0,28,31
40591,MIN,HOU,2,3,UNDER CENTER,0,28,31
40592,MIN,HOU,1,10,UNDER CENTER,1,28,31
40595,HOU,MIN,4,10,SHOTGUN,1,30,22
40597,HOU,MIN,1,10,SHOTGUN,0,30,22
40598,HOU,MIN,2,8,NO HUDDLE,1,30,22
40599,HOU,MIN,1,10,NO HUDDLE SHOTGUN,0,30,22
40600,HOU,MIN,2,3,NO HUDDLE SHOTGUN,1,30,22
40601,HOU,MIN,1,10,UNDER CENTER,0,30,22
40606,HOU,MIN,2,8,NO HUDDLE SHOTGUN,1,30,22
40607,HOU,MIN,1,10,UNDER CENTER,0,30,22
40611,MIN,HOU,2,4,UNDER CENTER,0,28,31
40612,MIN,HOU,1,10,UNDER CENTER,0,28,31
40613,MIN,HOU,1,10,UNDER CENTER,1,28,31
40614,MIN,HOU,3,10,SHOTGUN,1,28,31
40616,MIN,HOU,1,10,UNDER CENTER,0,28,31
40617,MIN,HOU,1,10,UNDER CENTER,0,28,31
40620,HOU,MIN,3,7,SHOTGUN,1,30,22
40621,HOU,MIN,2,8,SHOTGUN,0,30,22
40622,MIN,HOU,2,8,UNDER CENTER,0,28,31
40623,MIN,HOU,1,10,SHOTGUN,0,28,31
40624,MIN,HOU,1,10,UNDER CENTER,1,28,31
40627,HOU,MIN,1,10,SHOTGUN,1,30,22
40628,HOU,MIN,3,1,SHOTGUN,0,30,22
40629,HOU,MIN,2,7,SHOTGUN,1,30,22
40630,HOU,MIN,1,10,UNDER CENTER,0,30,22
40633,MIN,HOU,3,11,SHOTGUN,1,28,31
40635,MIN,HOU,1,10,UNDER CENTER,0,28,31
40638,MIN,HOU,1,10,UNDER CENTER,0,28,31
40641,HOU,MIN,3,10,SHOTGUN,1,30,22
40642,HOU,MIN,2,10,NO HUDDLE SHOTGUN,1,30,22
40644,HOU,MIN,1,10,SHOTGUN,1,30,22
40646,HOU,MIN,2,2,NO HUDDLE SHOTGUN,1,30,22
40647,HOU,MIN,1,10,SHOTGUN,0,30,22
40650,MIN,HOU,2,10,SHOTGUN,1,28,31
40651,MIN,HOU,1,10,UNDER CENTER,0,28,31
40652,MIN,HOU,1,10,UNDER CENTER,1,28,31
40653,MIN,HOU,2,2,UNDER CENTER,0,28,31
40654,MIN,HOU,1,10,UNDER CENTER,1,28,31
40657,HOU,MIN,3,9,SHOTGUN,1,30,22
40658,HOU,MIN,2,9,SHOTGUN,1,30,22
40659,HOU,MIN,1,10,UNDER CENTER,0,30,22
40660,HOU,MIN,2,2,SHOTGUN,0,30,22
40661,HOU,MIN,1,10,SHOTGUN,1,30,22
40664,MIN,HOU,3,6,SHOTGUN,1,28,31
40666,MIN,HOU,2,10,UNDER CENTER,0,28,31
40669,MIN,HOU,2,10,UNDER CENTER,0,28,31
40670,MIN,HOU,1,10,UNDER CENTER,1,28,31
40672,HOU,MIN,3,8,NO HUDDLE SHOTGUN,1,30,22
40674,HOU,MIN,1,10,SHOTGUN,1,30,22
40675,HOU,MIN,3,1,NO HUDDLE SHOTGUN,0,30,22
40676,HOU,MIN,2,11,SHOTGUN,1,30,22
40678,MIN,HOU,1,5,UNDER CENTER,0,28,31
40679,MIN,HOU,3,2,UNDER CENTER,0,28,31
40680,WAS,BAL,3,6,NO HUDDLE SHOTGUN,1,4,26
40681,WAS,BAL,2,10,SHOTGUN,1,4,26
40682,WAS,BAL,1,10,NO HUDDLE SHOTGUN,1,4,26
40683,WAS,BAL,1,10,SHOTGUN,1,4,26
40686,BAL,WAS,3,12,SHOTGUN,1,2,11
40687,BAL,WAS,2,1,SHOTGUN,0,2,11
40689,BAL,WAS,1,10,SHOTGUN,0,2,11
40690,WAS,BAL,4,13,SHOTGUN,1,4,26
40691,WAS,BAL,3,22,SHOTGUN,1,4,26
40692,WAS,BAL,2,33,SHOTGUN,1,4,26
40695,WAS,BAL,1,10,SHOTGUN,1,4,26
40697,WAS,BAL,1,10,SHOTGUN,1,4,26
40698,WAS,BAL,2,6,SHOTGUN,1,4,26
40699,WAS,BAL,1,10,SHOTGUN,1,4,26
40700,WAS,BAL,1,10,SHOTGUN,1,4,26
40701,WAS,BAL,3,3,SHOTGUN,1,4,26
40702,WAS,BAL,2,3,SHOTGUN,1,4,26
40703,WAS,BAL,1,10,UNDER CENTER,0,4,26
40707,WAS,BAL,3,10,SHOTGUN,1,4,26
40708,WAS,BAL,2,10,SHOTGUN,1,4,26
40709,WAS,BAL,1,10,UNDER CENTER,1,4,26
40710,WAS,BAL,2,7,NO HUDDLE SHOTGUN,1,4,26
40711,WAS,BAL,1,10,SHOTGUN,0,4,26
40714,BAL,WAS,2,9,SHOTGUN,1,2,11
40715,BAL,WAS,2,3,SHOTGUN,0,2,11
40716,BAL,WAS,1,10,SHOTGUN,0,2,11
40717,BAL,WAS,2,8,SHOTGUN,1,2,11
40718,BAL,WAS,1,10,SHOTGUN,0,2,11
40719,BAL,WAS,1,10,SHOTGUN,1,2,11
40725,BAL,WAS,1,10,SHOTGUN,1,2,11
40728,WAS,BAL,3,20,SHOTGUN,0,4,26
40730,WAS,BAL,1,10,NO HUDDLE SHOTGUN,1,4,26
40733,WAS,BAL,2,1,NO HUDDLE SHOTGUN,1,4,26
40735,BAL,WAS,1,10,SHOTGUN,1,2,11
40737,BAL,WAS,4,9,UNDER CENTER,1,2,11
40738,BAL,WAS,3,9,SHOTGUN,1,2,11
40739,BAL,WAS,2,9,SHOTGUN,1,2,11
40740,BAL,WAS,1,10,SHOTGUN,0,2,11
40741,WAS,BAL,1,10,SHOTGUN,1,4,26
40742,WAS,BAL,2,9,SHOTGUN,1,4,26
40743,WAS,BAL,1,10,SHOTGUN,1,4,26
40744,WAS,BAL,1,10,SHOTGUN,1,4,26
40747,BAL,WAS,3,4,SHOTGUN,0,2,11
40748,BAL,WAS,2,5,SHOTGUN,0,2,11
40749,WAS,BAL,3,4,SHOTGUN,1,4,26
40750,WAS,BAL,2,3,NO HUDDLE SHOTGUN,0,4,26
40751,WAS,BAL,1,10,UNDER CENTER,0,4,26
40754,BAL,WAS,3,9,SHOTGUN,1,2,11
40755,BAL,WAS,2,9,SHOTGUN,1,2,11
40757,BAL,WAS,1,1,UNDER CENTER,0,2,11
40758,BAL,WAS,1,10,SHOTGUN,1,2,11
40759,WAS,BAL,2,11,SHOTGUN,1,4,26
40760,WAS,BAL,1,10,UNDER CENTER,0,4,26
40761,WAS,BAL,1,10,SHOTGUN,1,4,26
40764,BAL,WAS,1,10,NO HUDDLE SHOTGUN,0,2,11
40765,BAL,WAS,2,6,SHOTGUN,1,2,11
40766,BAL,WAS,1,10,SHOTGUN,0,2,11
40769,WAS,BAL,2,8,SHOTGUN,0,4,26
40770,WAS,BAL,1,10,UNDER CENTER,0,4,26
40771,WAS,BAL,4,1,UNDER CENTER,0,4,26
40772,WAS,BAL,3,10,SHOTGUN,1,4,26
40773,WAS,BAL,1,10,UNDER CENTER,0,4,26
40782,TB,LAC,2,8,UNDER CENTER,0,14,20
40783,TB,LAC,1,10,UNDER CENTER,0,14,20
40785,LAC,TB,1,10,SHOTGUN,1,6,1
40788,TB,LAC,3,5,SHOTGUN,1,14,20
40789,TB,LAC,2,5,UNDER CENTER,0,14,20
40791,TB,LAC,1,10,UNDER CENTER,0,14,20
40792,TB,LAC,1,10,UNDER CENTER,0,14,20
40793,TB,LAC,2,11,SHOTGUN,1,14,20
40794,TB,LAC,1,10,UNDER CENTER,0,14,20
40795,TB,LAC,2,7,SHOTGUN,1,14,20
40796,TB,LAC,1,10,UNDER CENTER,0,14,20
40798,LAC,TB,3,9,SHOTGUN,1,6,1
40803,TB,LAC,2,9,SHOTGUN,1,14,20
40804,MIN,HOU,2,4,SHOTGUN,0,28,31
40805,MIN,HOU,1,10,UNDER CENTER,0,28,31
40806,MIN,HOU,2,9,UNDER CENTER,1,28,31
40807,MIN,HOU,1,10,UNDER CENTER,0,28,31
40808,MIN,HOU,1,10,UNDER CENTER,1,28,31
40813,MIN,HOU,2,8,UNDER CENTER,1,28,31
40814,MIN,HOU,1,10,SHOTGUN,0,28,31
40815,MIN,HOU,2,9,UNDER CENTER,1,28,31
40816,MIN,HOU,1,10,UNDER CENTER,0,28,31
40817,MIN,HOU,1,10,UNDER CENTER,0,28,31
40824,NO,DET,2,9,SHOTGUN,0,32,14
40826,NO,DET,1,10,UNDER CENTER,0,32,14
40827,NO,DET,3,5,SHOTGUN,1,32,14
40829,NO,DET,2,7,UNDER CENTER,0,32,14
40831,NO,DET,1,10,UNDER CENTER,1,32,14
40834,DET,NO,4,1,UNDER CENTER,0,5,5
40835,DET,NO,3,10,SHOTGUN,1,5,5
40836,DET,NO,2,10,UNDER CENTER,1,5,5
40837,DET,NO,1,10,SHOTGUN,1,5,5
40839,DET,NO,1,10,SHOTGUN,0,5,5
40840,DET,NO,4,2,UNDER CENTER,1,5,5
40841,DET,NO,3,7,UNDER CENTER,0,5,5
40842,DET,NO,2,10,SHOTGUN,0,5,5
40843,DET,NO,1,10,SHOTGUN,1,5,5
40846,NO,DET,2,12,SHOTGUN,1,32,14
40847,NO,DET,1,10,UNDER CENTER,0,32,14
40850,DET,NO,3,3,SHOTGUN,1,5,5
40851,DET,NO,2,7,UNDER CENTER,1,5,5
40852,DET,NO,1,10,UNDER CENTER,0,5,5
40854,NO,DET,3,13,SHOTGUN,1,32,14
40855,NO,DET,2,11,UNDER CENTER,0,32,14
40856,NO,DET,1,10,SHOTGUN,0,32,14
40858,NO,DET,2,6,UNDER CENTER,0,32,14
40859,NO,DET,1,10,UNDER CENTER,0,32,14
40860,NO,DET,3,1,UNDER CENTER,0,32,14
40861,NO,DET,2,9,UNDER CENTER,0,32,14
40862,NO,DET,1,10,UNDER CENTER,0,32,14
40863,NO,DET,2,9,SHOTGUN,1,32,14
40864,NO,DET,1,10,SHOTGUN,0,32,14
40867,DET,NO,1,1,UNDER CENTER,1,5,5
40870,DET,NO,3,2,SHOTGUN,0,5,5
40871,DET,NO,2,9,UNDER CENTER,0,5,5
40872,DET,NO,1,10,SHOTGUN,0,5,5
40873,DET,NO,3,3,SHOTGUN,1,5,5
40874,DET,NO,2,10,UNDER CENTER,0,5,5
40875,DET,NO,1,10,SHOTGUN,1,5,5
40877,DET,NO,3,3,NO HUDDLE SHOTGUN,1,5,5
