,OffenseTeam,DefenseTeam,ToGo,PlayType,DefensePassRank,DefenseRunRank,Down_1,Down_2,Down_3,Down_4,Formation_NO HUDDLE,Formation_NO HUDDLE SHOTGUN,Formation_SHOTGUN,Formation_UNDER CENTER
8087,NO,GB,10,1,9,21,1,0,0,0,0,1,0,0
8088,DEN,TB,20,1,6,1,0,1,0,0,0,0,1,0
8089,DEN,TB,20,1,6,1,0,0,1,0,0,0,1,0
8090,TB,DEN,10,0,15,29,1,0,0,0,0,0,0,1
8091,TB,DEN,6,0,15,29,0,1,0,0,0,0,1,0
8092,TB,DEN,2,1,15,29,0,0,1,0,0,0,1,0
8093,TB,DEN,10,1,15,29,1,0,0,0,0,0,0,1
8094,TB,DEN,10,1,15,29,0,1,0,0,0,0,1,0
8095,DEN,TB,10,1,6,1,1,0,0,0,0,0,1,0
8096,TB,DEN,20,0,15,29,1,0,0,0,0,0,1,0
8097,TB,DEN,21,1,15,29,0,1,0,0,0,0,1,0
8098,TB,DEN,10,1,15,29,0,0,1,0,0,0,1,0
8099,DEN,TB,10,0,6,1,1,0,0,0,0,0,0,1
8100,DEN,TB,10,1,6,1,1,0,0,0,0,0,1,0
8101,DEN,TB,1,1,6,1,0,1,0,0,0,0,1,0
8102,DEN,TB,1,0,6,1,0,0,1,0,0,0,0,1
8103,DEN,TB,20,1,6,1,0,1,0,0,0,0,1,0
8104,DEN,TB,15,1,6,1,0,0,1,0,0,0,1,0
8105,TB,DEN,10,0,15,29,1,0,0,0,0,0,0,1
8106,DEN,TB,6,1,6,1,0,1,0,0,0,1,0,0
8107,CIN,JAX,10,0,31,27,1,0,0,0,0,0,1,0
8108,CIN,JAX,6,1,31,27,0,1,0,0,0,0,1,0
8109,CIN,JAX,10,0,31,27,1,0,0,0,0,0,0,1
8110,CIN,JAX,10,1,31,27,1,0,0,0,0,0,0,1
8111,CIN,JAX,10,1,31,27,0,1,0,0,0,0,1,0
8112,BAL,WAS,20,0,2,11,0,1,0,0,0,0,1,0
8113,NYG,LA,12,1,1,3,0,0,1,0,0,0,1,0
8114,LA,NYG,10,1,11,9,1,0,0,0,0,0,0,1
8115,LA,NYG,1,0,11,9,0,1,0,0,0,0,0,1
8116,DET,NO,10,0,5,5,1,0,0,0,0,0,0,1
8117,NO,DET,10,0,32,14,1,0,0,0,0,0,1,0
8118,NO,DET,3,0,32,14,0,1,0,0,0,0,0,1
8119,DET,NO,10,1,5,5,1,0,0,0,0,0,0,1
8120,NO,DET,10,0,32,14,1,0,0,0,0,0,0,1
8121,NO,DET,7,0,32,14,0,1,0,0,0,0,0,1
8122,DET,NO,10,0,5,5,1,0,0,0,0,0,1,0
8123,DET,NO,5,0,5,5,0,1,0,0,0,0,0,1
8124,DET,NO,10,0,5,5,1,0,0,0,0,0,1,0
8125,DET,NO,2,0,5,5,0,1,0,0,0,0,0,1
8126,HOU,MIN,10,0,30,22,1,0,0,0,0,0,0,1
8127,HOU,MIN,8,1,30,22,0,1,0,0,0,0,1,0
8128,HOU,MIN,2,1,30,22,0,0,1,0,1,0,0,0
8129,HOU,MIN,10,1,30,22,1,0,0,0,0,0,1,0
8130,HOU,MIN,10,0,30,22,0,1,0,0,0,0,1,0
8131,TB,LAC,20,1,14,20,1,0,0,0,0,0,1,0
8132,TB,LAC,20,1,14,20,0,1,0,0,0,0,1,0
8133,TB,LAC,10,0,14,20,1,0,0,0,0,0,0,1
8134,TB,LAC,8,0,14,20,0,1,0,0,0,0,0,1
8135,TB,LAC,4,1,14,20,0,0,1,0,0,0,1,0
8136,WAS,BAL,10,0,4,26,1,0,0,0,0,0,0,1
8137,WAS,BAL,10,1,4,26,1,0,0,0,0,0,0,1
8138,WAS,BAL,10,1,4,26,0,1,0,0,0,0,1,0
8139,BAL,WAS,9,0,2,11,0,1,0,0,0,0,1,0
8140,BAL,WAS,1,0,2,11,0,0,1,0,0,0,1,0
8141,BAL,WAS,10,0,2,11,1,0,0,0,0,0,1,0
8142,BAL,WAS,8,1,2,11,0,1,0,0,0,0,1,0
8143,WAS,BAL,10,0,4,26,1,0,0,0,0,0,0,1
8144,WAS,BAL,7,1,4,26,0,1,0,0,0,0,1,0
8145,WAS,BAL,4,1,4,26,0,0,1,0,0,0,1,0
8146,BAL,WAS,10,0,2,11,1,0,0,0,0,0,1,0
8147,WAS,BAL,10,1,4,26,1,0,0,0,0,0,1,0
8148,BAL,WAS,10,0,2,11,1,0,0,0,0,0,1,0
8149,WAS,BAL,11,1,4,26,0,1,0,0,0,0,1,0
8150,WAS,BAL,11,1,4,26,0,0,1,0,0,0,1,0
8151,BAL,WAS,10,1,2,11,1,0,0,0,0,0,1,0
8152,WAS,BAL,10,0,4,26,1,0,0,0,0,0,1,0
8153,BAL,WAS,10,1,2,11,0,1,0,0,0,0,1,0
8154,BAL,WAS,15,1,2,11,1,0,0,0,0,0,1,0
8155,BAL,WAS,10,1,2,11,0,1,0,0,0,0,1,0
8156,BAL,WAS,6,1,2,11,0,0,1,0,0,0,1,0
8157,HOU,MIN,10,0,30,22,1,0,0,0,0,0,0,1
8158,HOU,MIN,5,0,30,22,0,1,0,0,0,0,1,0
8159,HOU,MIN,1,0,30,22,0,0,1,0,0,0,0,1
8160,HOU,MIN,10,1,30,22,1,0,0,0,0,0,1,0
8161,HOU,MIN,10,1,30,22,1,0,0,0,0,1,0,0
8162,HOU,MIN,10,0,30,22,1,0,0,0,0,0,1,0
8163,HOU,MIN,6,1,30,22,0,1,0,0,0,0,1,0
8164,MIN,HOU,10,0,28,31,1,0,0,0,0,0,0,1
8165,MIN,HOU,7,0,28,31,0,1,0,0,0,0,0,1
8166,MIN,HOU,6,1,28,31,0,0,1,0,0,0,1,0
8167,MIN,HOU,10,0,28,31,0,1,0,0,0,0,0,1
8168,MIN,HOU,6,1,28,31,0,0,1,0,0,0,0,1
8169,HOU,MIN,10,0,30,22,0,1,0,0,0,0,0,1
8170,SEA,MIA,5,1,25,16,0,1,0,0,0,0,0,1
8171,CHI,IND,10,1,16,2,1,0,0,0,0,1,0,0
8172,JAX,CIN,10,0,26,31,1,0,0,0,0,0,0,1
8173,JAX,CIN,10,1,26,31,0,1,0,0,0,0,1,0
8174,JAX,CIN,10,1,26,31,0,0,1,0,0,0,1,0
8175,JAX,CIN,10,0,26,31,1,0,0,0,0,0,1,0
8176,MIA,SEA,10,1,13,4,1,0,0,0,0,0,1,0
8177,MIA,SEA,6,0,13,4,0,1,0,0,0,0,1,0
8178,MIA,SEA,7,1,13,4,0,0,1,0,0,0,1,0
8179,MIA,SEA,10,0,13,4,1,0,0,0,0,0,0,1
8180,LV,BUF,10,0,10,24,1,0,0,0,0,0,0,1
8181,LV,BUF,9,1,10,24,0,1,0,0,0,0,0,1
8182,LV,BUF,12,1,10,24,0,1,0,0,0,0,1,0
8183,LV,BUF,2,0,10,24,0,0,1,0,0,0,1,0
8184,LV,BUF,15,0,10,24,1,0,0,0,0,0,0,1
8185,BUF,LV,6,1,27,23,0,1,0,0,0,0,1,0
8186,LV,BUF,5,1,10,24,0,1,0,0,0,0,0,1
8187,LV,BUF,10,0,10,24,1,0,0,0,0,0,0,1
8188,LV,BUF,9,1,10,24,0,1,0,0,0,0,0,1
8189,SEA,MIA,10,1,25,16,1,0,0,0,0,0,1,0
8190,SEA,MIA,1,0,25,16,0,1,0,0,0,0,1,0
8191,SEA,MIA,10,1,25,16,1,0,0,0,0,0,0,1
8192,MIA,SEA,10,1,13,4,1,0,0,0,0,1,0,0
8193,SEA,MIA,10,0,25,16,1,0,0,0,0,0,0,1
8194,TB,LAC,10,1,14,20,1,0,0,0,0,0,0,1
8195,LAC,TB,10,1,6,1,1,0,0,0,0,0,1,0
8196,LAC,TB,8,0,6,1,0,1,0,0,0,0,0,1
8197,LAC,TB,10,1,6,1,1,0,0,0,0,0,1,0
8198,TB,LAC,20,1,14,20,1,0,0,0,0,0,1,0
8199,TB,LAC,20,1,14,20,0,1,0,0,0,0,1,0
8200,TB,LAC,10,0,14,20,1,0,0,0,0,0,0,1
8201,TB,LAC,10,1,14,20,1,0,0,0,0,0,1,0
8202,TB,LAC,5,1,14,20,0,1,0,0,0,0,1,0
8203,LAC,TB,7,1,6,1,0,1,0,0,0,0,0,1
8204,LAC,TB,10,1,6,1,1,0,0,0,0,0,0,1
8205,NYG,LA,10,0,1,3,1,0,0,0,0,0,0,1
8206,NYG,LA,10,0,1,3,1,0,0,0,1,0,0,0
8207,NYG,LA,27,1,1,3,0,0,1,0,0,0,1,0
8208,GB,ATL,10,0,29,15,1,0,0,0,0,0,0,1
8209,ATL,GB,10,1,9,21,1,0,0,0,0,0,1,0
8210,ATL,GB,10,1,9,21,1,0,0,0,0,1,0,0
8211,LA,NYG,10,0,11,9,1,0,0,0,0,0,0,1
8212,LA,NYG,8,1,11,9,0,1,0,0,0,0,0,1
8213,LA,NYG,3,1,11,9,0,0,1,0,0,0,1,0
8214,NYG,LA,10,0,1,3,1,0,0,0,0,0,0,1
8215,NYG,LA,6,0,1,3,0,1,0,0,0,0,0,1
8216,NYG,LA,4,1,1,3,0,0,1,0,0,0,1,0
8217,NYG,LA,10,0,1,3,1,0,0,0,0,0,1,0
8218,NYG,LA,6,0,1,3,0,1,0,0,0,0,1,0
8219,NYG,LA,2,1,1,3,0,0,1,0,0,0,1,0
8220,LA,NYG,10,1,11,9,1,0,0,0,0,0,0,1
8221,LA,NYG,10,1,11,9,0,1,0,0,0,0,0,1
8222,NYG,LA,3,1,1,3,0,0,1,0,0,0,1,0
8223,NYG,LA,10,0,1,3,1,0,0,0,0,0,0,1
8224,NYG,LA,7,1,1,3,0,1,0,0,0,0,0,1
8225,LA,NYG,10,0,11,9,1,0,0,0,0,0,0,1
8226,LA,NYG,7,1,11,9,0,1,0,0,0,0,0,1
8227,LA,NYG,1,0,11,9,0,0,1,0,0,0,0,1
8228,LA,NYG,10,1,11,9,1,0,0,0,0,1,0,0
8229,NYG,LA,10,1,1,3,1,0,0,0,0,0,1,0
8230,BUF,LV,10,0,27,23,1,0,0,0,0,0,0,1
8231,BUF,LV,13,1,27,23,0,1,0,0,0,0,1,0
8232,BUF,LV,6,1,27,23,0,0,1,0,0,0,1,0
8233,SF,PHI,10,0,20,10,1,0,0,0,0,0,1,0
8234,SF,PHI,10,1,20,10,0,1,0,0,0,0,0,1
8235,SF,PHI,10,1,20,10,1,0,0,0,0,1,0,0
8236,PHI,SF,6,1,7,7,0,1,0,0,0,0,0,1
8237,CHI,TB,10,1,6,1,1,0,0,0,0,0,0,1
8238,CHI,TB,2,0,6,1,0,1,0,0,0,0,0,1
8239,CHI,TB,10,1,6,1,1,0,0,0,0,0,0,1
8240,CHI,TB,10,0,6,1,0,1,0,0,0,0,0,1
8241,TB,CHI,15,1,17,8,1,0,0,0,0,0,1,0
8242,CHI,TB,20,1,6,1,0,1,0,0,0,0,1,0
8243,CHI,TB,17,1,6,1,0,0,1,0,0,0,1,0
8244,CHI,TB,10,0,6,1,1,0,0,0,0,0,0,1
8245,CIN,JAX,13,1,31,27,0,1,0,0,0,0,1,0
8246,DAL,CLE,10,0,18,12,1,0,0,0,0,0,0,1
8247,DAL,CLE,10,1,18,12,1,0,0,0,0,0,0,1
8248,DAL,CLE,10,0,18,12,1,0,0,0,0,0,0,1
8249,DAL,CLE,7,1,18,12,0,1,0,0,0,0,0,1
8250,DAL,CLE,9,0,18,12,0,1,0,0,0,0,1,0
8251,DAL,CLE,4,1,18,12,0,0,1,0,0,0,1,0
8252,DAL,CLE,10,1,18,12,1,0,0,0,0,0,1,0
8253,DAL,CLE,15,1,18,12,0,0,1,0,0,0,1,0
8254,DAL,CLE,5,1,18,12,1,0,0,0,0,0,1,0
8255,SEA,MIA,6,1,25,16,0,1,0,0,0,0,0,1
8256,SEA,MIA,1,0,25,16,0,1,0,0,0,0,0,1
8257,SEA,MIA,10,1,25,16,1,0,0,0,0,0,1,0
8258,CHI,TB,10,1,6,1,1,0,0,0,0,0,1,0
8259,CHI,TB,10,1,6,1,1,0,0,0,0,0,1,0
8260,CHI,TB,8,1,6,1,0,1,0,0,0,0,1,0
8261,TB,CHI,12,1,17,8,0,0,1,0,0,0,1,0
8262,TB,CHI,10,1,17,8,1,0,0,0,0,0,1,0
8263,CAR,ATL,10,1,29,15,1,0,0,0,0,0,1,0
8264,CAR,ATL,10,1,29,15,1,0,0,0,0,0,0,1
8265,CAR,ATL,10,0,29,15,1,0,0,0,0,0,0,1
8266,ATL,GB,10,1,9,21,1,0,0,0,0,0,0,1
8267,ATL,GB,2,0,9,21,0,1,0,0,0,0,0,1
8268,ATL,GB,10,0,9,21,1,0,0,0,0,0,0,1
8269,ATL,GB,2,0,9,21,0,1,0,0,0,0,0,1
8270,GB,ATL,10,1,29,15,1,0,0,0,0,0,1,0
8271,ATL,GB,5,1,9,21,0,1,0,0,0,0,0,1
8272,KC,NE,4,1,24,17,0,1,0,0,0,0,1,0
8273,KC,NE,10,1,24,17,1,0,0,0,0,0,1,0
8274,KC,NE,10,0,24,17,0,1,0,0,0,0,1,0
8275,KC,NE,5,1,24,17,0,0,1,0,0,0,1,0
8276,NE,KC,8,1,19,19,0,0,1,0,0,0,1,0
8277,KC,NE,10,0,24,17,1,0,0,0,0,0,1,0
8278,KC,NE,7,1,24,17,0,1,0,0,0,0,1,0
8279,CIN,BAL,9,1,4,26,0,1,0,0,0,0,1,0
8280,CIN,BAL,11,1,4,26,0,0,1,0,0,0,1,0
8281,BAL,CIN,15,1,26,31,1,0,0,0,0,0,1,0
8282,BAL,CIN,15,1,26,31,0,1,0,0,0,0,1,0
8283,CIN,BAL,24,1,4,26,0,0,1,0,0,0,1,0
8284,BAL,CIN,10,1,26,31,1,0,0,0,0,0,1,0
8285,BAL,CIN,1,0,26,31,0,1,0,0,0,1,0,0
8286,CIN,BAL,10,1,4,26,1,0,0,0,0,0,1,0
8287,CIN,BAL,10,1,4,26,0,1,0,0,0,0,1,0
8288,CIN,BAL,10,1,4,26,0,0,1,0,0,0,1,0
8289,BAL,CIN,10,1,26,31,1,0,0,0,0,0,1,0
8290,BAL,CIN,10,1,26,31,1,0,0,0,0,0,1,0
8291,BAL,CIN,10,1,26,31,0,1,0,0,0,0,1,0
8292,BAL,CIN,5,1,26,31,0,0,1,0,0,0,1,0
8293,BAL,CIN,10,0,26,31,1,0,0,0,0,0,1,0
8294,BAL,CIN,10,0,26,31,1,0,0,0,0,0,1,0
8295,BAL,CIN,7,0,26,31,0,1,0,0,0,0,1,0
8296,KC,NE,12,1,24,17,1,0,0,0,0,0,1,0
8297,KC,NE,10,1,24,17,1,0,0,0,0,0,1,0
8298,NE,KC,10,0,19,19,1,0,0,0,0,0,0,1
8299,KC,NE,10,1,24,17,1,0,0,0,0,0,1,0
8300,KC,NE,5,0,24,17,0,1,0,0,0,0,1,0
8301,NE,KC,9,1,19,19,0,1,0,0,0,0,1,0
8302,NE,KC,6,1,19,19,0,0,1,0,0,0,1,0
8303,NE,KC,10,1,19,19,1,0,0,0,0,0,0,1
8304,NE,KC,5,0,19,19,0,1,0,0,0,0,0,1
8305,NE,KC,10,1,19,19,1,0,0,0,0,0,0,1
8306,NE,KC,10,0,19,19,0,1,0,0,0,0,0,1
8307,NE,KC,6,1,19,19,0,0,1,0,0,0,1,0
8308,NE,KC,10,0,19,19,1,0,0,0,0,0,0,1
8309,KC,NE,10,0,24,17,1,0,0,0,0,0,0,1
8310,NE,KC,5,1,19,19,0,0,1,0,0,0,1,0
8311,NE,KC,5,1,19,19,0,0,0,1,0,0,1,0
8312,TB,CHI,6,1,17,8,0,1,0,0,0,0,0,1
8313,TB,CHI,6,1,17,8,0,0,1,0,0,0,1,0
8314,TB,CHI,10,0,17,8,1,0,0,0,0,0,0,1
8315,TB,CHI,6,1,17,8,0,1,0,0,0,0,1,0
8316,TB,CHI,20,0,17,8,1,0,0,0,0,0,1,0
8317,CHI,TB,7,1,6,1,0,1,0,0,0,0,1,0
8318,CHI,TB,2,1,6,1,0,0,1,0,0,0,1,0
8319,TB,CHI,10,0,17,8,1,0,0,0,0,0,0,1
8320,CAR,ATL,6,1,29,15,0,0,1,0,0,0,0,1
8321,HOU,JAX,10,0,31,27,1,0,0,0,0,0,0,1
8322,KC,LV,10,0,27,23,1,0,0,0,0,0,1,0
8323,KC,LV,2,0,27,23,0,1,0,0,0,0,1,0
8324,ATL,CAR,10,1,12,28,1,0,0,0,0,0,0,1
8325,ATL,CAR,11,1,12,28,0,1,0,0,0,0,1,0
8326,ATL,CAR,11,1,12,28,0,0,1,0,0,0,1,0
8327,CAR,ATL,10,0,29,15,1,0,0,0,0,0,0,1
8328,CAR,ATL,10,0,29,15,1,0,0,0,0,0,1,0
8329,CAR,ATL,4,1,29,15,0,1,0,0,0,0,1,0
8330,CAR,ATL,4,1,29,15,0,0,1,0,0,0,1,0
8331,ATL,CAR,10,1,12,28,1,0,0,0,0,0,1,0
8332,CAR,ATL,10,1,29,15,1,0,0,0,0,0,1,0
8333,CAR,ATL,8,1,29,15,0,1,0,0,0,0,1,0
8334,CAR,ATL,10,1,29,15,1,0,0,0,0,1,0,0
8335,CAR,ATL,10,1,29,15,1,0,0,0,0,0,1,0
8336,ATL,CAR,5,0,12,28,1,0,0,0,0,0,0,1
8337,CAR,ATL,19,1,29,15,0,1,0,0,0,0,1,0
8338,CAR,ATL,2,1,29,15,0,0,1,0,0,0,1,0
8339,ATL,CAR,10,1,12,28,0,1,0,0,0,0,1,0
8340,ATL,CAR,10,1,12,28,1,0,0,0,1,0,0,0
8341,CAR,ATL,10,1,29,15,1,0,0,0,0,0,0,1
8342,CAR,ATL,10,1,29,15,0,1,0,0,0,0,1,0
8343,ATL,CAR,10,1,12,28,1,0,0,0,0,0,1,0
8344,ATL,CAR,1,1,12,28,0,1,0,0,0,1,0,0
8345,ATL,CAR,10,1,12,28,1,0,0,0,0,0,1,0
8346,ATL,CAR,10,1,12,28,0,1,0,0,0,0,1,0
8347,ATL,CAR,10,1,12,28,0,0,1,0,0,0,1,0
8348,ATL,CAR,10,1,12,28,0,0,0,1,0,0,1,0
8349,CIN,BAL,5,1,4,26,0,1,0,0,0,0,1,0
8350,BAL,CIN,10,1,26,31,1,0,0,0,0,0,1,0
8351,LV,BUF,10,0,10,24,1,0,0,0,0,0,0,1
8352,LV,BUF,10,1,10,24,0,1,0,0,0,0,1,0
8353,LV,BUF,6,1,10,24,0,0,1,0,0,0,1,0
8354,LV,BUF,1,0,10,24,0,0,0,1,0,0,1,0
8355,BUF,LV,10,0,27,23,1,0,0,0,0,0,0,1
8356,BUF,LV,15,0,27,23,0,1,0,0,0,0,0,1
8357,BUF,LV,12,0,27,23,0,0,1,0,0,0,1,0
8358,PHI,SF,10,0,7,7,1,0,0,0,0,0,0,1
8359,PHI,SF,3,1,7,7,0,0,1,0,0,0,1,0
8360,PHI,SF,10,1,7,7,1,0,0,0,0,0,0,1
8361,PHI,SF,10,0,7,7,0,1,0,0,0,0,1,0
8362,SF,PHI,17,1,20,10,0,0,1,0,0,0,1,0
8363,SF,PHI,10,0,20,10,1,0,0,0,0,0,0,1
8364,SF,PHI,6,1,20,10,0,1,0,0,0,0,0,1
8365,SF,PHI,10,0,20,10,1,0,0,0,0,0,0,1
8366,SF,PHI,11,0,20,10,0,1,0,0,0,0,0,1
8367,SF,PHI,6,1,20,10,0,0,1,0,0,0,1,0
8368,PHI,SF,34,0,7,7,0,0,1,0,0,0,1,0
8369,MIA,SEA,7,1,13,4,0,1,0,0,0,0,1,0
8370,CIN,BAL,1,0,4,26,0,0,1,0,0,0,0,1
8371,CIN,BAL,10,0,4,26,1,0,0,0,0,0,0,1
8372,CIN,BAL,6,1,4,26,0,1,0,0,0,0,1,0
8373,CIN,BAL,10,1,4,26,1,0,0,0,0,0,1,0
8374,JAX,HOU,10,0,28,31,1,0,0,0,0,0,0,1
8375,NYJ,ARI,10,1,8,25,1,0,0,0,0,0,1,0
8376,ARI,NYJ,10,0,23,6,1,0,0,0,0,1,0,0
8377,ARI,NYJ,6,1,23,6,0,1,0,0,0,1,0,0
8378,ARI,NYJ,6,1,23,6,0,0,1,0,0,0,1,0
8379,ARI,NYJ,10,0,23,6,1,0,0,0,0,0,1,0
8380,ARI,NYJ,10,0,23,6,1,0,0,0,0,0,1,0
8381,ARI,NYJ,7,1,23,6,0,1,0,0,0,0,1,0
8382,ARI,NYJ,10,1,23,6,1,0,0,0,0,1,0,0
8383,SF,MIA,10,1,25,16,1,0,0,0,1,0,0,0
8384,SF,MIA,10,1,25,16,1,0,0,0,0,0,1,0
8385,SF,MIA,1,1,25,16,0,1,0,0,0,0,1,0
8386,SF,MIA,1,0,25,16,0,0,1,0,0,0,1,0
8387,NYJ,ARI,20,1,8,25,1,0,0,0,0,0,1,0
8388,NYJ,ARI,20,1,8,25,0,0,1,0,0,0,1,0
8389,ARI,NYJ,10,1,23,6,1,0,0,0,0,0,1,0
8390,NYJ,ARI,10,0,8,25,1,0,0,0,0,0,0,1
8391,PHI,PIT,9,1,3,13,0,1,0,0,0,0,0,1
8392,PHI,PIT,9,0,3,13,0,0,1,0,0,0,1,0
8393,PIT,PHI,10,0,20,10,1,0,0,0,0,0,1,0
8394,PHI,PIT,10,0,3,13,1,0,0,0,0,0,0,1
8395,PHI,PIT,9,1,3,13,0,1,0,0,0,1,0,0
8396,PHI,PIT,10,1,3,13,1,0,0,0,0,1,0,0
8397,PHI,PIT,10,1,3,13,0,1,0,0,0,0,1,0
8398,PIT,PHI,10,0,20,10,1,0,0,0,0,0,0,1
8399,PIT,PHI,10,1,20,10,0,1,0,0,0,0,1,0
8400,LA,WAS,7,1,2,11,0,0,1,0,0,0,1,0
8401,WAS,LA,10,1,1,3,1,0,0,0,0,0,1,0
8402,DAL,NYG,10,1,11,9,1,0,0,0,0,0,0,1
8403,DAL,NYG,10,0,11,9,1,0,0,0,0,0,0,1
8404,DAL,NYG,8,1,11,9,0,1,0,0,0,0,0,1
8405,DAL,NYG,17,0,11,9,0,1,0,0,0,0,0,1
8406,DAL,NYG,8,1,11,9,0,0,1,0,0,1,0,0
8407,NYG,DAL,10,0,21,30,1,0,0,0,0,0,0,1
8408,NYG,DAL,8,1,21,30,0,1,0,0,0,0,1,0
8409,NYG,DAL,1,0,21,30,0,0,1,0,0,0,0,1
8410,NYG,DAL,10,0,21,30,0,1,0,0,0,0,0,1
8411,NYG,DAL,2,0,21,30,0,0,1,0,0,0,1,0
8412,NYG,DAL,10,1,21,30,1,0,0,0,0,0,0,1
8413,NYG,DAL,9,1,21,30,0,1,0,0,0,0,1,0
8414,NYG,DAL,9,1,21,30,0,0,1,0,0,0,1,0
8415,NYG,DAL,10,1,21,30,1,0,0,0,0,0,1,0
8416,LA,WAS,4,1,2,11,0,0,1,0,0,0,1,0
8417,WAS,LA,10,1,1,3,1,0,0,0,0,0,1,0
8418,WAS,LA,10,1,1,3,1,0,0,0,0,0,1,0
8419,WAS,LA,4,1,1,3,0,1,0,0,0,1,0,0
8420,WAS,LA,3,1,1,3,0,0,1,0,0,0,1,0
8421,SF,MIA,3,1,25,16,0,1,0,0,1,0,0,0
8422,MIA,SF,10,0,7,7,1,0,0,0,0,0,1,0
8423,MIA,SF,12,0,7,7,0,1,0,0,0,0,1,0
8424,SF,MIA,10,0,25,16,1,0,0,0,0,0,0,1
8425,SF,MIA,10,1,25,16,1,0,0,0,1,0,0,0
8426,MIA,SF,10,0,7,7,1,0,0,0,0,0,0,1
8427,MIA,SF,11,1,7,7,0,1,0,0,0,0,1,0
8428,SF,MIA,10,1,25,16,1,0,0,0,0,0,1,0
8429,SF,MIA,10,1,25,16,0,1,0,0,0,0,1,0
8430,SF,MIA,10,1,25,16,0,0,1,0,0,0,1,0
8431,MIA,SF,3,1,7,7,0,0,1,0,0,0,1,0
8432,SF,MIA,7,1,25,16,0,1,0,0,1,0,0,0
8433,PHI,SF,1,0,7,7,0,0,0,1,0,0,0,1
8434,SF,PHI,22,1,20,10,0,1,0,0,0,0,1,0
8435,SF,PHI,17,1,20,10,0,0,1,0,0,0,1,0
8436,SF,PHI,10,1,20,10,1,0,0,0,0,1,0,0
8437,SF,PHI,5,1,20,10,0,1,0,0,0,1,0,0
8438,SF,PHI,5,1,20,10,0,1,0,0,0,1,0,0
8439,SF,MIA,10,1,25,16,1,0,0,0,0,0,1,0
8440,SF,MIA,1,1,25,16,0,1,0,0,0,1,0,0
8441,SF,MIA,10,1,25,16,1,0,0,0,0,1,0,0
8442,SF,MIA,10,1,25,16,0,1,0,0,0,0,1,0
8443,SF,MIA,1,0,25,16,0,0,1,0,0,1,0,0
8444,SF,MIA,20,1,25,16,1,0,0,0,0,0,1,0
8445,MIN,SEA,8,0,13,4,0,1,0,0,0,0,0,1
8446,MIN,SEA,5,1,13,4,0,0,1,0,0,0,1,0
8447,MIN,SEA,10,1,13,4,1,0,0,0,0,0,0,1
8448,MIN,SEA,3,1,13,4,0,1,0,0,0,0,0,1
8449,SEA,MIN,5,1,30,22,0,1,0,0,0,0,1,0
8450,LAC,NO,10,0,5,5,1,0,0,0,0,0,0,1
8451,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8452,CLE,IND,10,1,16,2,0,1,0,0,0,0,1,0
8453,CLE,IND,1,0,16,2,0,0,1,0,0,0,0,1
8454,IND,CLE,10,0,18,12,1,0,0,0,0,0,0,1
8455,IND,CLE,7,0,18,12,0,1,0,0,0,0,1,0
8456,IND,CLE,2,1,18,12,0,0,1,0,0,0,1,0
8457,CLE,IND,10,1,16,2,1,0,0,0,0,0,0,1
8458,CLE,IND,7,1,16,2,0,1,0,0,0,0,1,0
8459,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8460,CLE,IND,9,1,16,2,0,1,0,0,0,0,0,1
8461,CLE,IND,10,1,16,2,1,0,0,0,0,0,0,1
8462,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8463,CLE,IND,7,0,16,2,0,1,0,0,0,0,0,1
8464,CLE,IND,1,0,16,2,0,0,1,0,0,0,1,0
8465,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8466,IND,CLE,6,1,18,12,0,1,0,0,0,0,0,1
8467,IND,CLE,10,1,18,12,1,0,0,0,0,0,1,0
8468,IND,CLE,4,1,18,12,0,1,0,0,0,0,1,0
8469,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8470,CLE,IND,10,0,16,2,1,0,0,0,0,0,0,1
8471,CLE,IND,9,1,16,2,0,1,0,0,0,0,0,1
8472,CLE,IND,9,0,16,2,0,0,1,0,0,0,1,0
8473,IND,CLE,10,1,18,12,1,0,0,0,0,0,1,0
8474,IND,CLE,9,1,18,12,0,1,0,0,0,1,0,0
8475,NYG,DAL,10,1,21,30,1,0,0,0,0,0,0,1
8476,NYG,DAL,10,0,21,30,0,1,0,0,0,0,1,0
8477,DAL,NYG,10,0,11,9,1,0,0,0,0,0,0,1
8478,TEN,BUF,10,1,10,24,1,0,0,0,0,0,0,1
8479,BUF,TEN,10,1,22,18,0,1,0,0,0,0,1,0
8480,BUF,TEN,20,1,22,18,0,1,0,0,0,0,1,0
8481,TEN,BUF,5,0,10,24,1,0,0,0,0,0,0,1
8482,TEN,BUF,4,0,10,24,0,1,0,0,0,0,0,1
8483,TEN,BUF,10,0,10,24,1,0,0,0,0,0,1,0
8484,TEN,BUF,10,1,10,24,1,0,0,0,0,1,0,0
8485,IND,CIN,10,1,26,31,1,0,0,0,0,0,1,0
8486,IND,CIN,10,0,26,31,1,0,0,0,0,0,1,0
8487,NYG,DAL,10,1,21,30,1,0,0,0,0,0,1,0
8488,NYG,DAL,20,1,21,30,0,1,0,0,0,0,1,0
8489,NYG,DAL,11,1,21,30,0,1,0,0,0,1,0,0
