,OffenseTeam,DefenseTeam,ToGo,PlayType,DefensePassRank,DefenseRunRank,Down_1,Down_2,Down_3,Down_4,Formation_NO HUDDLE,Formation_NO HUDDLE SHOTGUN,Formation_SHOTGUN,Formation_UNDER CENTER
0,LV,MIA,19,0,25,16,0,0,1,0,0,0,1,0
1,MIN,NO,1,0,5,5,1,0,0,0,0,0,0,1
2,TB,DET,6,1,32,14,0,1,0,0,0,1,0,0
3,TB,DET,10,1,32,14,1,0,0,0,0,1,0,0
4,ARI,SF,10,1,7,7,1,0,0,0,0,1,0,0
5,DEN,LAC,16,0,14,20,0,1,0,0,0,0,1,0
6,DEN,LAC,10,1,14,20,0,0,1,0,0,0,1,0
7,MIA,LV,8,1,27,23,0,1,0,0,0,0,1,0
8,LV,MIA,8,1,25,16,0,1,0,0,0,0,0,1
9,MIA,LV,10,1,27,23,1,0,0,0,0,0,1,0
10,NYJ,CLE,1,0,18,12,0,1,0,0,0,0,0,1
11,NYJ,CLE,10,1,18,12,1,0,0,0,0,0,0,1
12,NYJ,CLE,10,1,18,12,1,0,0,0,0,0,1,0
13,NYJ,CLE,10,0,18,12,0,1,0,0,0,0,1,0
14,NYJ,CLE,11,1,18,12,0,0,1,0,0,0,1,0
15,CLE,NYJ,10,1,23,6,1,0,0,0,0,1,0,0
16,CLE,NYJ,2,1,23,6,0,1,0,0,0,1,0,0
17,CLE,NYJ,2,0,23,6,0,0,1,0,0,0,0,1
18,CLE,NYJ,10,1,23,6,1,0,0,0,0,1,0,0
19,BAL,NYG,10,1,11,9,1,0,0,0,0,0,1,0
20,BAL,NYG,4,0,11,9,0,0,1,0,0,0,1,0
21,BAL,NYG,10,1,11,9,0,1,0,0,0,0,1,0
22,BAL,NYG,3,0,11,9,0,0,1,0,0,0,1,0
23,CIN,HOU,10,0,28,31,1,0,0,0,0,0,0,1
24,CIN,HOU,9,1,28,31,0,1,0,0,0,0,1,0
25,CIN,HOU,1,0,28,31,0,0,1,0,0,0,1,0
26,CIN,HOU,10,1,28,31,1,0,0,0,0,0,0,1
27,CIN,HOU,10,0,28,31,1,0,0,0,0,0,1,0
28,CIN,HOU,8,1,28,31,0,1,0,0,0,0,1,0
29,CIN,HOU,10,0,28,31,1,0,0,0,0,0,0,1
30,CHI,JAX,10,0,31,27,1,0,0,0,0,0,1,0
31,CHI,JAX,7,1,31,27,0,1,0,0,0,0,1,0
32,CHI,JAX,5,1,31,27,0,0,1,0,0,0,1,0
33,CHI,JAX,5,1,31,27,0,0,0,1,0,0,1,0
34,CHI,JAX,10,0,31,27,1,0,0,0,0,0,1,0
35,CHI,JAX,10,1,31,27,0,1,0,0,0,0,1,0
36,CHI,JAX,2,1,31,27,0,0,1,0,0,0,1,0
37,CHI,JAX,10,0,31,27,1,0,0,0,0,0,1,0
38,CHI,JAX,10,1,31,27,1,0,0,0,0,0,1,0
39,CHI,JAX,8,1,31,27,0,1,0,0,0,0,1,0
40,CHI,JAX,10,1,31,27,1,0,0,0,0,0,0,1
41,CHI,JAX,10,0,31,27,0,1,0,0,0,0,0,1
42,CHI,JAX,7,1,31,27,0,0,1,0,0,0,1,0
43,IND,PIT,10,0,3,13,1,0,0,0,0,0,0,1
44,IND,PIT,10,1,3,13,1,0,0,0,0,0,1,0
45,DAL,PHI,4,0,20,10,1,0,0,0,0,0,1,0
46,DAL,PHI,3,1,20,10,0,1,0,0,0,0,1,0
47,WAS,CAR,10,1,12,28,1,0,0,0,0,1,0,0
48,WAS,CAR,10,1,12,28,0,1,0,0,0,0,1,0
49,WAS,CAR,10,1,12,28,0,0,1,0,0,0,1,0
50,WAS,CAR,3,1,12,28,0,0,0,1,0,0,1,0
51,WAS,CAR,10,1,12,28,1,0,0,0,0,1,0,0
52,WAS,CAR,6,1,12,28,0,1,0,0,0,1,0,0
53,WAS,CAR,1,0,12,28,0,0,1,0,0,1,0,0
54,WAS,CAR,10,1,12,28,1,0,0,0,0,1,0,0
55,SEA,LA,12,0,1,3,0,1,0,0,0,0,1,0
56,SEA,LA,9,1,1,3,0,0,1,0,0,0,1,0
57,LA,SEA,7,0,13,4,0,1,0,0,0,0,0,1
58,LA,SEA,3,1,13,4,0,0,1,0,0,0,1,0
59,LA,SEA,10,0,13,4,1,0,0,0,0,0,0,1
60,LA,SEA,8,1,13,4,0,1,0,0,0,0,1,0
61,LA,SEA,10,0,13,4,1,0,0,0,0,0,0,1
62,LA,SEA,5,0,13,4,0,1,0,0,0,0,0,1
63,CAR,NO,10,0,5,5,1,0,0,0,0,0,1,0
64,CAR,NO,6,1,5,5,0,1,0,0,0,0,0,1
65,TEN,GB,10,0,9,21,1,0,0,0,0,0,0,1
66,CIN,BAL,10,0,4,26,1,0,0,0,0,0,1,0
67,CIN,BAL,9,1,4,26,0,1,0,0,0,0,1,0
68,KC,LAC,10,1,14,20,0,1,0,0,0,0,1,0
69,KC,LAC,10,1,14,20,1,0,0,0,0,0,1,0
70,KC,LAC,10,0,14,20,0,1,0,0,0,0,0,1
71,KC,LAC,7,1,14,20,0,0,1,0,0,0,1,0
72,CHI,GB,1,0,9,21,0,0,1,0,0,0,1,0
73,CHI,GB,1,1,9,21,0,0,0,1,0,0,1,0
74,CHI,GB,6,0,9,21,0,0,1,0,0,0,1,0
75,CHI,GB,1,0,9,21,0,0,0,1,0,0,0,1
76,CHI,GB,10,0,9,21,1,0,0,0,0,0,0,1
77,GB,CHI,2,1,17,8,0,1,0,0,0,0,0,1
78,GB,CHI,10,0,17,8,1,0,0,0,0,0,0,1
79,GB,CHI,6,1,17,8,0,1,0,0,0,0,1,0
80,NYJ,NE,1,1,24,17,0,0,1,0,0,0,1,0
81,NYJ,NE,1,1,24,17,0,0,0,1,0,0,1,0
82,NYJ,NE,10,1,24,17,0,1,0,0,0,0,1,0
83,NYJ,NE,10,1,24,17,1,0,0,0,0,0,1,0
84,NYJ,NE,10,1,24,17,0,1,0,0,0,0,1,0
85,PIT,CLE,10,1,18,12,1,0,0,0,0,0,1,0
86,PIT,CLE,10,1,18,12,0,1,0,0,0,0,1,0
87,PIT,CLE,10,1,18,12,0,0,1,0,0,0,1,0
88,NYJ,NE,10,0,24,17,1,0,0,0,0,0,1,0
89,NYJ,NE,9,1,24,17,0,1,0,0,0,0,1,0
90,NE,NYJ,5,1,23,6,0,1,0,0,0,1,0,0
91,IND,JAX,1,0,31,27,0,0,1,0,0,0,0,1
92,IND,JAX,10,1,31,27,1,0,0,0,0,0,0,1
93,SEA,SF,4,1,7,7,0,0,1,0,0,0,1,0
94,SEA,SF,4,1,7,7,0,1,0,0,0,0,0,1
95,LV,DEN,8,1,15,29,0,0,1,0,0,0,1,0
96,LV,DEN,8,1,15,29,0,1,0,0,1,0,0,0
97,DEN,LV,1,1,27,23,0,0,0,1,0,0,1,0
98,DEN,LV,5,1,27,23,0,0,1,0,0,0,1,0
99,DEN,LV,5,0,27,23,0,1,0,0,0,0,0,1
100,LV,DEN,2,1,15,29,0,0,1,0,0,0,1,0
101,LV,DEN,4,0,15,29,0,1,0,0,0,0,1,0
102,LV,DEN,10,0,15,29,1,0,0,0,0,0,0,1
103,LV,DEN,2,0,15,29,0,1,0,0,0,0,0,1
104,DEN,LV,8,1,27,23,0,0,1,0,0,0,1,0
105,DEN,LV,8,1,27,23,0,1,0,0,0,0,1,0
106,DEN,LV,10,0,27,23,1,0,0,0,0,0,0,1
107,DEN,LV,1,1,27,23,1,0,0,0,0,0,0,1
108,DEN,LV,9,0,27,23,0,1,0,0,0,0,0,1
109,DEN,LV,8,0,27,23,1,0,0,0,0,1,0,0
110,DEN,LV,9,1,27,23,0,1,0,0,0,0,1,0
111,DEN,LV,10,0,27,23,1,0,0,0,0,0,0,1
112,LV,DEN,15,1,15,29,0,0,1,0,0,0,1,0
113,LV,DEN,17,0,15,29,0,1,0,0,0,0,1,0
114,LV,DEN,17,1,15,29,1,0,0,0,0,0,1,0
115,DEN,LV,4,1,27,23,0,0,1,0,0,0,1,0
116,DEN,LV,9,0,27,23,0,1,0,0,0,0,0,1
117,DEN,LV,9,1,27,23,1,0,0,0,0,0,0,1
118,DEN,LV,10,1,27,23,1,0,0,0,0,0,0,1
119,DEN,LV,2,1,27,23,0,0,1,0,0,0,1,0
120,DEN,LV,10,0,27,23,1,0,0,0,0,0,0,1
121,JAX,IND,1,0,16,2,0,0,1,0,0,0,0,1
122,IND,JAX,5,0,31,27,0,1,0,0,0,0,1,0
123,IND,JAX,10,0,31,27,1,0,0,0,0,0,1,0
124,IND,JAX,11,1,31,27,0,0,1,0,0,0,1,0
125,IND,JAX,12,1,31,27,0,1,0,0,0,0,1,0
126,IND,JAX,10,0,31,27,1,0,0,0,0,0,0,1
127,JAX,IND,1,0,16,2,0,1,0,0,0,0,0,1
128,IND,JAX,10,1,31,27,0,1,0,0,0,0,1,0
129,IND,JAX,10,0,31,27,1,0,0,0,0,0,1,0
130,JAX,IND,8,1,16,2,1,0,0,0,0,0,0,1
131,IND,JAX,5,0,31,27,0,0,1,0,0,0,1,0
132,IND,JAX,11,0,31,27,0,1,0,0,0,0,1,0
133,IND,JAX,10,0,31,27,1,0,0,0,0,0,1,0
134,IND,JAX,1,1,31,27,0,1,0,0,0,0,1,0
135,IND,JAX,10,1,31,27,1,0,0,0,0,0,1,0
136,JAX,IND,9,1,16,2,1,0,0,0,0,1,0,0
137,JAX,IND,10,1,16,2,1,0,0,0,0,0,1,0
138,JAX,IND,5,1,16,2,0,1,0,0,0,1,0,0
139,JAX,IND,10,1,16,2,1,0,0,0,0,1,0,0
140,JAX,IND,1,1,16,2,0,1,0,0,0,0,1,0
141,IND,JAX,3,0,31,27,0,0,1,0,0,0,1,0
142,IND,JAX,8,0,31,27,0,1,0,0,0,0,1,0
143,IND,JAX,10,0,31,27,1,0,0,0,0,0,0,1
144,SEA,SF,10,1,7,7,1,0,0,0,0,0,1,0
145,SF,SEA,3,1,13,4,1,0,0,0,0,0,1,0
146,SF,SEA,2,1,13,4,0,0,1,0,0,0,1,0
147,SF,SEA,2,1,13,4,0,1,0,0,0,0,1,0
148,SF,SEA,10,1,13,4,1,0,0,0,0,1,0,0
149,SF,SEA,10,1,13,4,1,0,0,0,0,1,0,0
150,IND,JAX,13,1,31,27,0,1,0,0,0,0,1,0
151,DAL,NYG,17,1,11,9,0,0,1,0,0,0,1,0
152,DAL,NYG,17,1,11,9,0,1,0,0,0,1,0,0
153,IND,JAX,4,1,31,27,0,0,1,0,0,0,1,0
154,IND,JAX,17,1,31,27,0,1,0,0,0,0,1,0
155,IND,JAX,7,0,31,27,1,0,0,0,0,0,1,0
156,IND,JAX,5,1,31,27,0,0,1,0,0,0,1,0
157,IND,JAX,7,0,31,27,0,1,0,0,0,0,1,0
158,HOU,TEN,10,1,22,18,1,0,0,0,0,0,0,1
159,HOU,TEN,10,0,22,18,1,0,0,0,0,0,0,1
160,TEN,HOU,5,0,28,31,1,0,0,0,0,0,0,1
161,TEN,HOU,10,0,28,31,0,1,0,0,0,0,0,1
162,TEN,HOU,10,1,28,31,1,0,0,0,1,0,0,0
163,HOU,TEN,10,1,22,18,1,0,0,0,0,0,0,1
164,SF,SEA,6,1,13,4,0,0,1,0,0,0,1,0
165,SF,SEA,8,1,13,4,0,1,0,0,0,0,1,0
166,SF,SEA,10,0,13,4,1,0,0,0,0,0,0,1
167,SF,SEA,8,1,13,4,0,0,1,0,0,0,1,0
168,SF,SEA,12,1,13,4,0,1,0,0,0,0,1,0
169,SF,SEA,10,0,13,4,1,0,0,0,0,0,0,1
170,SEA,SF,3,1,7,7,0,0,1,0,0,0,1,0
171,SEA,SF,10,1,7,7,0,1,0,0,0,0,1,0
172,SEA,SF,10,1,7,7,1,0,0,0,0,0,1,0
173,ARI,LA,18,1,1,3,0,1,0,0,0,0,1,0
174,ARI,LA,15,0,1,3,1,0,0,0,0,0,1,0
175,ARI,LA,4,0,1,3,0,1,0,0,0,1,0,0
176,ARI,LA,19,1,1,3,0,0,1,0,0,0,1,0
177,ARI,LA,7,0,1,3,1,0,0,0,0,1,0,0
178,ARI,LA,6,1,1,3,0,1,0,0,0,0,1,0
179,ARI,LA,10,0,1,3,1,0,0,0,0,1,0,0
180,ARI,LA,10,1,1,3,1,0,0,0,0,0,1,0
181,LA,ARI,8,1,8,25,0,0,1,0,0,0,1,0
182,LA,ARI,8,1,8,25,0,1,0,0,0,0,1,0
183,LA,ARI,10,0,8,25,1,0,0,0,0,0,1,0
184,LA,ARI,10,1,8,25,0,1,0,0,0,0,1,0
185,LA,ARI,10,1,8,25,1,0,0,0,0,1,0,0
186,LA,ARI,1,0,8,25,0,1,0,0,0,0,1,0
187,TB,ATL,1,1,29,15,0,0,1,0,0,0,1,0
188,TB,ATL,7,1,29,15,0,1,0,0,0,0,1,0
189,TB,ATL,10,1,29,15,1,0,0,0,0,0,0,1
190,TB,ATL,10,1,29,15,1,0,0,0,0,0,0,1
191,TB,ATL,4,1,29,15,0,0,1,0,0,0,1,0
192,TB,ATL,4,1,29,15,0,1,0,0,0,0,1,0
193,KC,LAC,7,1,14,20,0,1,0,0,0,0,1,0
194,KC,LAC,10,0,14,20,1,0,0,0,0,0,1,0
195,LAC,KC,9,1,19,19,0,1,0,0,0,0,0,1
196,LAC,KC,10,0,19,19,1,0,0,0,0,0,1,0
197,KC,LAC,11,1,14,20,0,1,0,0,0,0,1,0
198,LAC,KC,10,1,19,19,1,0,0,0,0,0,0,1
199,TB,ATL,7,0,29,15,1,0,0,0,0,0,0,1
200,ATL,TB,1,1,6,1,0,0,0,1,0,0,0,1
201,ATL,TB,3,0,6,1,0,0,1,0,0,0,1,0
202,ATL,TB,4,0,6,1,0,1,0,0,0,0,0,1
203,ATL,TB,4,1,6,1,1,0,0,0,0,0,0,1
204,TB,ATL,2,1,29,15,0,1,0,0,0,0,0,1
205,TB,ATL,10,1,29,15,1,0,0,0,0,0,1,0
206,LA,ARI,9,1,8,25,0,0,1,0,0,0,1,0
207,LA,ARI,9,1,8,25,0,1,0,0,0,0,1,0
208,LA,ARI,10,0,8,25,1,0,0,0,0,0,1,0
209,LA,ARI,10,1,8,25,1,0,0,0,0,0,1,0
210,LA,ARI,2,1,8,25,0,0,0,1,0,0,1,0
211,LA,ARI,5,1,8,25,0,0,1,0,0,0,1,0
212,LA,ARI,10,0,8,25,0,1,0,0,0,0,0,1
213,LA,ARI,10,1,8,25,1,0,0,0,0,0,1,0
214,LA,ARI,19,0,8,25,0,0,1,0,0,0,0,1
215,LA,ARI,23,1,8,25,0,1,0,0,0,0,0,1
216,LA,ARI,11,0,8,25,0,0,1,0,0,0,0,1
217,LA,ARI,11,1,8,25,0,1,0,0,0,0,0,1
218,LA,ARI,10,0,8,25,1,0,0,0,0,0,0,1
219,LA,ARI,10,1,8,25,0,1,0,0,0,0,1,0
220,LA,ARI,10,0,8,25,1,0,0,0,0,0,0,1
221,ARI,LA,7,1,1,3,0,1,0,0,0,0,0,1
222,ARI,LA,10,0,1,3,1,0,0,0,0,0,1,0
223,ATL,TB,3,1,6,1,0,0,1,0,0,0,1,0
224,ATL,TB,7,0,6,1,0,1,0,0,0,0,0,1
225,ATL,TB,7,1,6,1,1,0,0,0,0,0,0,1
226,ATL,TB,10,0,6,1,1,0,0,0,0,0,0,1
227,ATL,TB,10,1,6,1,1,0,0,0,0,0,0,1
228,ATL,TB,10,1,6,1,0,0,1,0,0,0,1,0
229,ATL,TB,10,1,6,1,0,1,0,0,0,0,1,0
230,ATL,TB,10,1,6,1,1,0,0,0,0,0,0,1
231,ATL,TB,1,0,6,1,0,1,0,0,0,0,1,0
232,TB,ATL,10,0,29,15,0,1,0,0,0,0,1,0
233,TB,ATL,10,1,29,15,1,0,0,0,0,0,1,0
234,WAS,PHI,4,0,20,10,0,0,1,0,0,0,0,1
235,WAS,PHI,5,0,20,10,0,1,0,0,0,0,0,1
236,WAS,PHI,10,0,20,10,1,0,0,0,0,0,0,1
237,WAS,PHI,15,1,20,10,0,0,1,0,0,0,1,0
238,WAS,PHI,15,1,20,10,0,1,0,0,0,0,1,0
239,WAS,PHI,20,0,20,10,1,0,0,0,0,0,1,0
240,WAS,PHI,8,1,20,10,0,1,0,0,0,0,1,0
241,PHI,WAS,4,1,2,11,0,0,0,1,0,0,1,0
242,PHI,WAS,4,1,2,11,0,0,1,0,0,0,1,0
243,PHI,WAS,4,1,2,11,0,1,0,0,0,0,1,0
244,PHI,WAS,5,0,2,11,1,0,0,0,0,0,1,0
245,PHI,WAS,1,0,2,11,0,0,1,0,0,0,0,1
246,PHI,WAS,4,0,2,11,0,1,0,0,0,0,1,0
247,PHI,WAS,10,0,2,11,1,0,0,0,0,0,1,0
248,PHI,WAS,7,1,2,11,0,0,1,0,0,0,1,0
249,PHI,WAS,10,1,2,11,1,0,0,0,0,0,1,0
250,PHI,WAS,2,0,2,11,0,0,1,0,0,0,1,0
251,WAS,PHI,10,1,20,10,0,1,0,0,0,0,1,0
252,WAS,PHI,10,1,20,10,1,0,0,0,0,0,1,0
253,WAS,PHI,4,1,20,10,0,1,0,0,0,0,1,0
254,WAS,PHI,10,1,20,10,1,0,0,0,0,0,1,0
255,WAS,PHI,4,1,20,10,0,1,0,0,0,1,0,0
256,WAS,PHI,10,1,20,10,1,0,0,0,0,0,1,0
257,HOU,TEN,8,1,22,18,0,0,1,0,0,0,1,0
258,HOU,TEN,10,1,22,18,0,1,0,0,0,0,1,0
259,HOU,TEN,10,1,22,18,1,0,0,0,0,0,1,0
260,HOU,TEN,7,1,22,18,0,1,0,0,0,0,1,0
261,WAS,SF,10,0,7,7,1,0,0,0,0,0,1,0
262,WAS,SF,7,0,7,7,0,1,0,0,0,0,0,1
263,IND,LV,10,1,27,23,1,0,0,0,0,0,1,0
264,IND,LV,10,1,27,23,0,1,0,0,0,0,1,0
265,IND,LV,10,0,27,23,0,0,1,0,0,0,1,0
266,LAC,ATL,2,0,29,15,0,1,0,0,0,0,0,1
267,LAC,ATL,10,0,29,15,1,0,0,0,0,0,0,1
268,CLE,BAL,10,0,4,26,1,0,0,0,0,0,0,1
269,CLE,BAL,7,1,4,26,0,1,0,0,0,0,1,0
270,CLE,BAL,10,0,4,26,1,0,0,0,0,0,1,0
271,CLE,BAL,4,1,4,26,0,1,0,0,0,0,1,0
272,CLE,BAL,10,0,4,26,1,0,0,0,0,0,0,1
273,CLE,BAL,6,0,4,26,1,0,0,0,0,0,0,1
274,DEN,BUF,10,0,10,24,1,0,0,0,0,0,1,0
275,BUF,DEN,11,0,15,29,1,0,0,0,0,0,0,1
276,BAL,CLE,10,0,18,12,1,0,0,0,0,0,1,0
277,LV,LAC,10,0,14,20,1,0,0,0,0,0,1,0
278,LAC,LV,10,1,27,23,0,1,0,0,0,0,1,0
279,LAC,LV,1,0,27,23,0,0,1,0,0,0,1,0
280,LV,LAC,4,0,14,20,0,1,0,0,0,0,1,0
281,LV,LAC,1,0,14,20,0,0,1,0,0,0,0,1
282,LV,LAC,10,0,14,20,1,0,0,0,0,0,0,1
283,DEN,BUF,10,0,10,24,1,0,0,0,0,1,0,0
284,DET,TEN,10,0,22,18,1,0,0,0,0,0,1,0
285,DET,TEN,6,1,22,18,0,1,0,0,0,0,1,0
286,DET,TEN,6,1,22,18,0,0,1,0,0,0,1,0
287,TEN,DET,10,1,32,14,1,0,0,0,0,0,1,0
288,TEN,DET,10,1,32,14,0,1,0,0,0,0,1,0
289,TEN,DET,10,1,32,14,0,0,1,0,0,0,1,0
290,TEN,DET,4,1,32,14,0,0,1,0,0,0,1,0
291,TEN,DET,10,0,32,14,1,0,0,0,0,0,0,1
292,HOU,IND,10,0,16,2,1,0,0,0,0,0,1,0
293,MIA,NE,10,0,24,17,1,0,0,0,0,0,1,0
294,MIA,NE,3,0,24,17,0,1,0,0,0,0,1,0
295,MIA,NE,1,0,24,17,0,0,1,0,0,0,1,0
296,MIA,NE,10,1,24,17,1,0,0,0,0,0,1,0
297,MIA,NE,7,0,24,17,0,1,0,0,0,0,1,0
298,MIA,NE,10,1,24,17,1,0,0,0,0,0,1,0
299,MIA,NE,1,0,24,17,0,1,0,0,0,0,1,0
300,MIA,NE,10,0,24,17,1,0,0,0,0,1,0,0
301,MIA,NE,8,0,24,17,0,1,0,0,0,1,0,0
302,MIA,NE,1,0,24,17,0,0,1,0,0,1,0,0
303,HOU,IND,5,1,16,2,0,1,0,0,0,1,0,0
304,LA,NYJ,10,1,23,6,1,0,0,0,0,0,1,0
305,LA,NYJ,4,1,23,6,0,1,0,0,0,1,0,0
306,LA,NYJ,10,1,23,6,1,0,0,0,0,0,1,0
307,NYJ,LA,10,0,1,3,1,0,0,0,0,0,0,1
308,LA,NYJ,10,0,23,6,1,0,0,0,0,0,0,1
309,CLE,NYG,5,0,11,9,1,0,0,0,0,0,0,1
310,JAX,BAL,10,0,4,26,1,0,0,0,0,0,0,1
311,BAL,JAX,10,0,31,27,1,0,0,0,0,0,1,0
312,BAL,JAX,10,1,31,27,0,1,0,0,0,0,1,0
313,BAL,JAX,10,0,31,27,1,0,0,0,0,0,1,0
314,BAL,JAX,3,0,31,27,0,1,0,0,0,0,1,0
315,CHI,MIN,10,0,30,22,1,0,0,0,0,0,1,0
316,CHI,MIN,2,0,30,22,0,1,0,0,0,0,0,1
317,CHI,MIN,10,1,30,22,1,0,0,0,0,0,0,1
318,CHI,MIN,1,0,30,22,0,1,0,0,0,0,1,0
319,CHI,MIN,10,0,30,22,1,0,0,0,0,0,0,1
320,CHI,MIN,4,1,30,22,0,1,0,0,0,0,0,1
321,CHI,MIN,4,1,30,22,0,0,1,0,0,0,1,0
322,CLE,NYG,1,0,11,9,0,0,1,0,0,0,0,1
323,ARI,PHI,6,1,20,10,1,0,0,0,0,0,1,0
324,ARI,PHI,6,1,20,10,0,1,0,0,0,0,1,0
325,PHI,ARI,10,0,8,25,1,0,0,0,0,0,0,1
326,PHI,ARI,20,1,8,25,0,1,0,0,0,0,1,0
327,PHI,ARI,20,1,8,25,0,0,1,0,0,0,1,0
328,ARI,PHI,10,0,20,10,1,0,0,0,0,0,0,1
329,PHI,ARI,10,1,8,25,1,0,0,0,0,0,1,0
330,PHI,ARI,8,0,8,25,1,0,0,0,0,0,1,0
331,PHI,ARI,3,0,8,25,0,1,0,0,0,0,1,0
332,PHI,ARI,10,0,8,25,1,0,0,0,0,1,0,0
333,PHI,ARI,6,1,8,25,0,1,0,0,0,0,1,0
334,MIN,NO,10,1,5,5,1,0,0,0,0,0,0,1
335,MIN,NO,3,0,5,5,0,1,0,0,0,0,0,1
336,NO,MIN,10,0,30,22,1,0,0,0,0,0,1,0
337,NO,MIN,1,0,30,22,0,1,0,0,0,0,0,1
338,MIN,NO,10,0,5,5,1,0,0,0,0,0,0,1
339,KC,NO,10,1,5,5,1,0,0,0,0,0,0,1
340,KC,NO,10,1,5,5,0,1,0,0,0,0,1,0
341,KC,NO,10,0,5,5,1,0,0,0,0,0,1,0
342,KC,NO,15,1,5,5,0,1,0,0,0,0,1,0
343,KC,NO,15,1,5,5,0,0,1,0,0,0,1,0
344,KC,NO,4,0,5,5,1,0,0,0,0,0,0,1
345,CIN,PIT,10,0,3,13,1,0,0,0,0,0,1,0
346,CIN,PIT,9,0,3,13,0,1,0,0,0,0,1,0
347,HOU,TEN,10,0,22,18,1,0,0,0,0,0,1,0
348,HOU,TEN,4,0,22,18,0,1,0,0,0,0,0,1
349,HOU,TEN,10,1,22,18,1,0,0,0,0,0,1,0
350,HOU,TEN,9,1,22,18,0,0,1,0,0,0,1,0
351,HOU,TEN,12,1,22,18,0,1,0,0,0,0,1,0
352,DET,MIN,10,1,30,22,1,0,0,0,0,0,1,0
353,DET,MIN,1,0,30,22,0,0,1,0,0,0,1,0
354,MIN,DET,16,1,32,14,0,0,1,0,0,0,1,0
355,MIN,DET,10,1,32,14,1,0,0,0,0,0,0,1
356,PIT,CLE,10,0,18,12,1,0,0,0,0,0,1,0
357,CLE,PIT,7,1,3,13,0,0,0,1,0,0,1,0
358,CLE,PIT,8,0,3,13,0,1,0,0,0,0,0,1
359,CLE,PIT,10,0,3,13,1,0,0,0,0,0,0,1
360,HOU,TEN,10,0,22,18,0,1,0,0,0,0,0,1
361,HOU,TEN,10,1,22,18,1,0,0,0,0,0,1,0
362,TEN,HOU,8,1,28,31,0,0,1,0,0,0,1,0
363,TEN,HOU,8,1,28,31,0,1,0,0,0,0,0,1
364,TEN,HOU,10,0,28,31,1,0,0,0,0,0,0,1
365,DEN,LV,5,1,27,23,1,0,0,0,0,0,1,0
366,LV,DEN,1,0,15,29,0,0,0,1,0,0,0,1
367,LV,DEN,9,1,15,29,0,0,1,0,0,0,1,0
368,LV,DEN,9,1,15,29,0,1,0,0,0,0,1,0
369,LV,DEN,9,1,15,29,1,0,0,0,0,0,1,0
370,LV,DEN,10,1,15,29,1,0,0,0,0,0,1,0
371,LV,DEN,10,1,15,29,1,0,0,0,0,0,1,0
372,LV,DEN,9,1,15,29,0,1,0,0,0,1,0,0
373,LV,DEN,10,0,15,29,1,0,0,0,0,1,0,0
374,LV,DEN,4,1,15,29,0,0,1,0,0,0,1,0
375,LV,DEN,4,1,15,29,0,1,0,0,1,0,0,0
376,DEN,LV,8,1,27,23,0,1,0,0,0,0,1,0
377,DEN,LV,10,0,27,23,1,0,0,0,0,0,1,0
378,DEN,LV,10,0,27,23,1,0,0,0,0,0,1,0
379,DEN,LV,1,0,27,23,0,0,1,0,0,0,1,0
380,DEN,LV,11,1,27,23,0,1,0,0,0,0,0,1
381,DAL,NYG,1,1,11,9,0,0,1,0,0,0,1,0
382,DAL,NYG,10,1,11,9,1,0,0,0,0,1,0,0
383,DAL,NYG,2,0,11,9,0,0,0,1,0,0,1,0
384,DAL,NYG,7,1,11,9,0,0,1,0,0,1,0,0
385,DAL,NYG,10,1,11,9,0,1,0,0,0,0,1,0
386,DAL,NYG,10,1,11,9,1,0,0,0,0,1,0,0
387,DAL,NYG,1,0,11,9,0,0,1,0,0,0,0,1
388,DAL,NYG,5,0,11,9,0,1,0,0,0,1,0,0
389,NYG,DAL,16,1,21,30,0,0,1,0,0,0,1,0
390,NE,NYJ,10,0,23,6,1,0,0,0,0,0,0,1
391,NE,NYJ,5,1,23,6,0,1,0,0,0,1,0,0
392,NYJ,NE,10,1,24,17,0,0,1,0,0,0,1,0
393,NYJ,NE,10,1,24,17,0,1,0,0,0,0,1,0
394,NYJ,NE,10,1,24,17,1,0,0,0,0,0,1,0
395,NYJ,NE,1,0,24,17,0,1,0,0,0,0,0,1
396,LAC,KC,5,0,19,19,0,1,0,0,0,0,0,1
397,LAC,KC,10,0,19,19,1,0,0,0,0,0,0,1
398,LAC,KC,12,1,19,19,0,1,0,0,0,0,0,1
399,LAC,KC,10,0,19,19,1,0,0,0,0,0,0,1
400,TEN,HOU,10,0,28,31,1,0,0,0,0,0,0,1
401,HOU,TEN,10,1,22,18,0,0,1,0,0,0,1,0
402,HOU,TEN,10,1,22,18,0,1,0,0,0,0,1,0
403,HOU,TEN,10,1,22,18,1,0,0,0,0,0,1,0
404,BUF,MIA,2,1,25,16,0,1,0,0,0,1,0,0
405,BUF,MIA,10,1,25,16,1,0,0,0,0,0,1,0
406,CLE,PIT,10,0,3,13,1,0,0,0,0,0,0,1
407,CIN,BAL,1,1,4,26,1,0,0,0,0,0,0,1
408,BAL,CIN,6,0,26,31,0,1,0,0,0,0,1,0
409,BAL,CIN,10,0,26,31,1,0,0,0,0,0,1,0
410,BAL,CIN,6,0,26,31,0,0,1,0,0,0,1,0
411,BAL,CIN,10,0,26,31,0,1,0,0,0,0,1,0
412,BAL,CIN,1,0,26,31,0,1,0,0,0,0,1,0
413,BAL,CIN,10,1,26,31,1,0,0,0,0,0,1,0
414,TEN,GB,10,1,9,21,0,1,0,0,0,0,1,0
